annualized_return,annualized_volatility,sharpe,sortino,VaR_95,CVaR_95,max_drawdown,tracking_error,beta,alpha,effective_diversification,portfolio_return,benchmark_return,active_return
0.08654368269547463,0.18560332735126853,0.4336696490099477,0.4858725986398694,-0.017549386128139017,-0.029170522476271058,-0.41952044250689957,0.15992668072010086,0.6963632071361676,0.0001608244853822909,21.99344468933803,7.00961299363297,0.0002579691301122526,7.009355024502858
